"","hydrophobicity.Group1","hydrophobicity.Group2","hydrophobicity.Group3","normwaalsvolume.Group1","normwaalsvolume.Group2","normwaalsvolume.Group3","polarity.Group1","polarity.Group2","polarity.Group3","polarizability.Group1","polarizability.Group2","polarizability.Group3","charge.Group1","charge.Group2","charge.Group3","secondarystruct.Group1","secondarystruct.Group2","secondarystruct.Group3","solventaccess.Group1","solventaccess.Group2","solventaccess.Group3"
"ENSP00000354468.4",0.305389221556886,0.344311377245509,0.350299401197605,0.365269461077844,0.356287425149701,0.278443113772455,0.380239520958084,0.281437125748503,0.338323353293413,0.266467065868263,0.455089820359281,0.278443113772455,0.119760479041916,0.751497005988024,0.12874251497006,0.434131736526946,0.275449101796407,0.290419161676647,0.422155688622754,0.305389221556886,0.272455089820359
"FBpp0072132",0.354838709677419,0.397849462365591,0.247311827956989,0.408602150537634,0.373655913978495,0.217741935483871,0.274193548387097,0.352150537634409,0.373655913978495,0.327956989247312,0.454301075268817,0.217741935483871,0.0967741935483871,0.803763440860215,0.0994623655913978,0.451612903225806,0.212365591397849,0.336021505376344,0.362903225806452,0.354838709677419,0.282258064516129
"YMR300C_mRNA",0.333333333333333,0.366666666666667,0.3,0.386274509803922,0.368627450980392,0.245098039215686,0.349019607843137,0.298039215686275,0.352941176470588,0.317647058823529,0.437254901960784,0.245098039215686,0.117647058823529,0.750980392156863,0.131372549019608,0.401960784313726,0.3,0.298039215686275,0.437254901960784,0.333333333333333,0.229411764705882
"ENSSSCP00000010965.3",0.344155844155844,0.359307359307359,0.296536796536797,0.363636363636364,0.37012987012987,0.266233766233766,0.331168831168831,0.298701298701299,0.37012987012987,0.287878787878788,0.445887445887446,0.266233766233766,0.123376623376623,0.742424242424242,0.134199134199134,0.452380952380952,0.274891774891775,0.272727272727273,0.385281385281385,0.344155844155844,0.270562770562771
"YLR025W_mRNA",0.458333333333333,0.279166666666667,0.2625,0.325,0.475,0.2,0.2625,0.266666666666667,0.470833333333333,0.304166666666667,0.495833333333333,0.2,0.125,0.670833333333333,0.204166666666667,0.5375,0.179166666666667,0.283333333333333,0.329166666666667,0.458333333333333,0.2125
"ENSGALP00000048046.2",0.318681318681319,0.486656200941915,0.194662480376766,0.536891679748823,0.255886970172684,0.207221350078493,0.196232339089482,0.474097331240188,0.32967032967033,0.434850863422292,0.357927786499215,0.207221350078493,0.116169544740973,0.777080062794348,0.106750392464678,0.392464678178964,0.229199372056515,0.378335949764521,0.364207221350078,0.318681318681319,0.317111459968603
"FBpp0289220",0.396428571428571,0.394642857142857,0.208928571428571,0.426785714285714,0.371428571428571,0.201785714285714,0.225,0.355357142857143,0.419642857142857,0.355357142857143,0.442857142857143,0.201785714285714,0.107142857142857,0.730357142857143,0.1625,0.45,0.228571428571429,0.321428571428571,0.301785714285714,0.396428571428571,0.301785714285714
"ENSORLP00000040100.1",0.322115384615385,0.355769230769231,0.322115384615385,0.389423076923077,0.353365384615385,0.257211538461538,0.341346153846154,0.319711538461538,0.338942307692308,0.3125,0.430288461538462,0.257211538461538,0.144230769230769,0.737980769230769,0.117788461538462,0.456730769230769,0.25,0.293269230769231,0.418269230769231,0.322115384615385,0.259615384615385
"FBpp0070792",0.320297951582868,0.398510242085661,0.281191806331471,0.41340782122905,0.353817504655493,0.232774674115456,0.314711359404097,0.350093109869646,0.335195530726257,0.348230912476723,0.418994413407821,0.232774674115456,0.128491620111732,0.76536312849162,0.106145251396648,0.454376163873371,0.268156424581006,0.277467411545624,0.446927374301676,0.320297951582868,0.232774674115456
"ENSMUSP00000043138.8",0.403960396039604,0.348514851485148,0.247524752475248,0.382178217821782,0.354455445544554,0.263366336633663,0.271287128712871,0.29009900990099,0.438613861386139,0.286138613861386,0.450495049504951,0.263366336633663,0.16039603960396,0.679207920792079,0.16039603960396,0.469306930693069,0.225742574257426,0.304950495049505,0.323762376237624,0.403960396039604,0.272277227722772
"ZC262.8",0.382513661202186,0.33879781420765,0.278688524590164,0.371584699453552,0.295081967213115,0.333333333333333,0.327868852459016,0.278688524590164,0.39344262295082,0.316939890710383,0.349726775956284,0.333333333333333,0.174863387978142,0.715846994535519,0.109289617486339,0.497267759562842,0.273224043715847,0.229508196721311,0.366120218579235,0.382513661202186,0.251366120218579
"YKL155C_mRNA",0.410828025477707,0.307324840764331,0.281847133757962,0.320063694267516,0.398089171974522,0.281847133757962,0.308917197452229,0.253184713375796,0.437898089171975,0.265923566878981,0.452229299363057,0.281847133757962,0.160828025477707,0.713375796178344,0.125796178343949,0.457006369426752,0.240445859872611,0.302547770700637,0.364649681528662,0.410828025477707,0.224522292993631
"ENSOARP00000013998.1",0.236434108527132,0.503875968992248,0.25968992248062,0.538759689922481,0.248062015503876,0.213178294573643,0.275193798449612,0.449612403100775,0.275193798449612,0.375968992248062,0.410852713178295,0.213178294573643,0.116279069767442,0.802325581395349,0.0813953488372093,0.426356589147287,0.232558139534884,0.341085271317829,0.453488372093023,0.236434108527132,0.310077519379845
"ZK757.3c",0.290909090909091,0.4,0.309090909090909,0.472727272727273,0.363636363636364,0.163636363636364,0.309090909090909,0.4,0.290909090909091,0.4,0.436363636363636,0.163636363636364,0.0727272727272727,0.818181818181818,0.109090909090909,0.381818181818182,0.290909090909091,0.327272727272727,0.381818181818182,0.290909090909091,0.327272727272727
"ENSP00000435583.1",0.283185840707965,0.424778761061947,0.292035398230089,0.469026548672566,0.371681415929204,0.15929203539823,0.300884955752212,0.389380530973451,0.309734513274336,0.327433628318584,0.513274336283186,0.15929203539823,0.0973451327433628,0.814159292035398,0.0884955752212389,0.566371681415929,0.132743362831858,0.300884955752212,0.47787610619469,0.283185840707965,0.238938053097345
"ENSORLP00000040617.1",0.324853228962818,0.389432485322896,0.285714285714286,0.405088062622309,0.35812133072407,0.23679060665362,0.301369863013699,0.340508806262231,0.35812133072407,0.332681017612524,0.430528375733855,0.23679060665362,0.12133072407045,0.747553816046967,0.131115459882583,0.440313111545988,0.277886497064579,0.281800391389432,0.436399217221135,0.324853228962818,0.238747553816047
"T21G5.5d",0.312757201646091,0.452674897119342,0.234567901234568,0.446502057613169,0.364197530864198,0.189300411522634,0.259259259259259,0.39917695473251,0.34156378600823,0.390946502057613,0.419753086419753,0.189300411522634,0.0823045267489712,0.823045267489712,0.0946502057613169,0.551440329218107,0.189300411522634,0.259259259259259,0.41358024691358,0.312757201646091,0.273662551440329
"FBpp0291479",0.323529411764706,0.370098039215686,0.306372549019608,0.350490196078431,0.389705882352941,0.259803921568627,0.333333333333333,0.29656862745098,0.370098039215686,0.291666666666667,0.448529411764706,0.259803921568627,0.127450980392157,0.781862745098039,0.0906862745098039,0.443627450980392,0.274509803921569,0.281862745098039,0.431372549019608,0.323529411764706,0.245098039215686
"F07E5.5",0.421875,0.361979166666667,0.216145833333333,0.40625,0.286458333333333,0.307291666666667,0.231770833333333,0.3125,0.455729166666667,0.3203125,0.372395833333333,0.307291666666667,0.205729166666667,0.638020833333333,0.15625,0.53125,0.21875,0.25,0.3671875,0.421875,0.2109375
"ENSECAP00000027433.1",0.403930131004367,0.312227074235808,0.283842794759825,0.294759825327511,0.410480349344978,0.294759825327511,0.320960698689956,0.22707423580786,0.451965065502183,0.251091703056769,0.454148471615721,0.294759825327511,0.157205240174672,0.713973799126638,0.12882096069869,0.537117903930131,0.251091703056769,0.2117903930131,0.368995633187773,0.403930131004367,0.22707423580786
"ENSGALP00000059387.2",0.387341772151899,0.367088607594937,0.245569620253165,0.407594936708861,0.316455696202532,0.275949367088608,0.258227848101266,0.339240506329114,0.40253164556962,0.324050632911392,0.4,0.275949367088608,0.151898734177215,0.713924050632911,0.134177215189873,0.470886075949367,0.210126582278481,0.318987341772152,0.369620253164557,0.387341772151899,0.243037974683544
"ENSELUP00000026940.1",0.334269662921348,0.407303370786517,0.258426966292135,0.418539325842697,0.348314606741573,0.23314606741573,0.276217228464419,0.359550561797753,0.364232209737828,0.317415730337079,0.449438202247191,0.23314606741573,0.127340823970037,0.767790262172285,0.104868913857678,0.411985018726592,0.243445692883895,0.344569288389513,0.339887640449438,0.334269662921348,0.325842696629214
"ENSP00000363641.5",0.352380952380952,0.276190476190476,0.371428571428571,0.371428571428571,0.371428571428571,0.257142857142857,0.380952380952381,0.257142857142857,0.361904761904762,0.295238095238095,0.447619047619048,0.257142857142857,0.114285714285714,0.723809523809524,0.161904761904762,0.428571428571429,0.333333333333333,0.238095238095238,0.466666666666667,0.352380952380952,0.180952380952381
"ENSCINP00000012582.3",0.338912133891213,0.334728033472803,0.326359832635983,0.376569037656904,0.372384937238494,0.251046025104602,0.368200836820084,0.280334728033473,0.351464435146443,0.317991631799163,0.430962343096234,0.251046025104602,0.108786610878661,0.757322175732218,0.133891213389121,0.430962343096234,0.280334728033473,0.288702928870293,0.430962343096234,0.338912133891213,0.230125523012552
"ENSP00000321259.3",0.344213649851632,0.350148367952522,0.305637982195846,0.376854599406528,0.367952522255193,0.255192878338279,0.332344213649852,0.305637982195846,0.362017804154303,0.338278931750742,0.406528189910979,0.255192878338279,0.13353115727003,0.72700296735905,0.13946587537092,0.507418397626113,0.249258160237389,0.243323442136499,0.445103857566766,0.344213649851632,0.210682492581602
"Y47G6A.20b",0.348464619492657,0.379172229639519,0.272363150867824,0.408544726301736,0.367156208277704,0.224299065420561,0.29105473965287,0.352469959946595,0.356475300400534,0.333778371161549,0.441922563417891,0.224299065420561,0.118825100133511,0.748998664886515,0.132176234979973,0.492656875834446,0.209612817089453,0.297730307076101,0.401869158878505,0.348464619492657,0.249666221628838
"ENSMUSP00000031038.4",0.327935222672065,0.42914979757085,0.242914979757085,0.421052631578947,0.319838056680162,0.259109311740891,0.279352226720648,0.37246963562753,0.348178137651822,0.311740890688259,0.42914979757085,0.259109311740891,0.133603238866397,0.736842105263158,0.129554655870445,0.412955465587045,0.251012145748988,0.336032388663968,0.356275303643725,0.327935222672065,0.315789473684211
"YNR049C_mRNA",0.342857142857143,0.476190476190476,0.180952380952381,0.471428571428571,0.238095238095238,0.29047619047619,0.2,0.423809523809524,0.376190476190476,0.4,0.30952380952381,0.29047619047619,0.147619047619048,0.761904761904762,0.0904761904761905,0.385714285714286,0.2,0.414285714285714,0.261904761904762,0.342857142857143,0.395238095238095
"ENSP00000477781.1",0.355329949238579,0.319796954314721,0.3248730964467,0.34010152284264,0.365482233502538,0.294416243654822,0.365482233502538,0.253807106598985,0.380710659898477,0.284263959390863,0.421319796954315,0.294416243654822,0.121827411167513,0.710659898477157,0.16751269035533,0.441624365482233,0.284263959390863,0.274111675126904,0.406091370558376,0.355329949238579,0.238578680203046
"ENSORLP00000042814.1",0.356621480709072,0.361835245046924,0.281543274244004,0.401459854014599,0.391032325338895,0.207507820646507,0.291970802919708,0.343065693430657,0.364963503649635,0.344108446298227,0.448383733055266,0.207507820646507,0.114702815432742,0.726798748696559,0.158498435870699,0.484880083420229,0.208550573514077,0.306569343065693,0.396246089676747,0.356621480709072,0.247132429614181
"ENSMMUP00000030500.3",0.37589928057554,0.33273381294964,0.29136690647482,0.330935251798561,0.383093525179856,0.285971223021583,0.31294964028777,0.287769784172662,0.399280575539568,0.273381294964029,0.440647482014388,0.285971223021583,0.158273381294964,0.726618705035971,0.115107913669065,0.516187050359712,0.23021582733813,0.253597122302158,0.370503597122302,0.37589928057554,0.253597122302158
"ENSOARP00000014292.1",0.447712418300654,0.333333333333333,0.218954248366013,0.379084967320261,0.330065359477124,0.290849673202614,0.225490196078431,0.320261437908497,0.454248366013072,0.313725490196078,0.395424836601307,0.290849673202614,0.222222222222222,0.643790849673203,0.133986928104575,0.584967320261438,0.169934640522876,0.245098039215686,0.356209150326797,0.447712418300654,0.196078431372549
"ENSP00000425556.1",0.333926981300089,0.42653606411398,0.239536954585931,0.447907390917186,0.333926981300089,0.218165627782725,0.260017809439003,0.378450578806768,0.36153161175423,0.348174532502226,0.433659839715049,0.218165627782725,0.117542297417631,0.756901157613535,0.125556544968833,0.430988423864648,0.23686553873553,0.332146037399822,0.356188780053428,0.333926981300089,0.309884238646483
"ENSP00000300648.6",0.292399850243355,0.356795207787346,0.3508049419693,0.385248970423062,0.410333208536129,0.204417821040809,0.365406214900786,0.321976787719955,0.312616997379259,0.321602396106327,0.473979782852864,0.204417821040809,0.110071134406589,0.779108947959566,0.110819917633845,0.512542119056533,0.237738674653688,0.249719206289779,0.474354174466492,0.292399850243355,0.233245975290154
"ENSMUSP00000029013.3",0.301630434782609,0.415760869565217,0.282608695652174,0.448369565217391,0.290760869565217,0.260869565217391,0.309782608695652,0.355978260869565,0.334239130434783,0.355978260869565,0.383152173913043,0.260869565217391,0.10054347826087,0.804347826086957,0.0951086956521739,0.358695652173913,0.304347826086957,0.33695652173913,0.39945652173913,0.301630434782609,0.298913043478261
"R11A8.7f",0.345156369183829,0.398550724637681,0.25629290617849,0.418764302059497,0.368421052631579,0.212814645308924,0.27536231884058,0.359267734553776,0.365369946605645,0.346300533943555,0.440884820747521,0.212814645308924,0.108314263920671,0.776506483600305,0.115179252479024,0.466437833714722,0.213577421815408,0.31998474446987,0.369565217391304,0.345156369183829,0.285278413424867
"YLR384C_mRNA",0.354336545589325,0.330615270570793,0.315048183839881,0.354336545589325,0.406226834692365,0.23943661971831,0.355077835433655,0.272794662713121,0.372127501853225,0.310600444773907,0.449962935507784,0.23943661971831,0.113417346182357,0.727946627131208,0.158636026686434,0.441067457375834,0.291326908821349,0.267605633802817,0.409191994069681,0.354336545589325,0.236471460340993
"F01G4.6b.1",0.211886304909561,0.444444444444444,0.343669250645995,0.423772609819121,0.333333333333333,0.242894056847545,0.397932816537468,0.382428940568475,0.219638242894057,0.343669250645995,0.41343669250646,0.242894056847545,0.0904392764857881,0.839793281653747,0.0697674418604651,0.428940568475452,0.343669250645995,0.227390180878553,0.521963824289406,0.211886304909561,0.266149870801034
"ENSORLP00000009164.2",0.184210526315789,0.574561403508772,0.241228070175439,0.557017543859649,0.166666666666667,0.276315789473684,0.267543859649123,0.513157894736842,0.219298245614035,0.368421052631579,0.355263157894737,0.276315789473684,0.0789473684210526,0.864035087719298,0.0570175438596491,0.355263157894737,0.214912280701754,0.429824561403509,0.298245614035088,0.184210526315789,0.517543859649123
"FBpp0079289",0.381720430107527,0.333333333333333,0.28494623655914,0.376344086021505,0.370967741935484,0.252688172043011,0.306451612903226,0.263440860215054,0.43010752688172,0.275985663082437,0.471326164874552,0.252688172043011,0.10752688172043,0.738351254480287,0.154121863799283,0.503584229390681,0.241935483870968,0.254480286738351,0.360215053763441,0.381720430107527,0.258064516129032
"ENSEBUP00000001576.1",0.208188153310105,0.630662020905923,0.161149825783972,0.63588850174216,0.140243902439024,0.223867595818815,0.17595818815331,0.590592334494774,0.233449477351916,0.376306620209059,0.399825783972125,0.223867595818815,0.117595818815331,0.831881533101045,0.0505226480836237,0.304006968641115,0.200348432055749,0.495644599303136,0.305749128919861,0.208188153310105,0.486062717770035
"YML022W_mRNA",0.299465240641711,0.347593582887701,0.352941176470588,0.347593582887701,0.422459893048128,0.229946524064171,0.385026737967914,0.304812834224599,0.310160427807487,0.288770053475936,0.481283422459893,0.229946524064171,0.0962566844919786,0.775401069518717,0.128342245989305,0.486631016042781,0.25668449197861,0.25668449197861,0.529411764705882,0.299465240641711,0.171122994652406
"K05C4.2.1",0.227513227513228,0.365079365079365,0.407407407407407,0.317460317460317,0.322751322751323,0.35978835978836,0.465608465608466,0.275132275132275,0.259259259259259,0.259259259259259,0.380952380952381,0.35978835978836,0.0846560846560847,0.846560846560847,0.0687830687830688,0.412698412698413,0.365079365079365,0.222222222222222,0.507936507936508,0.227513227513228,0.264550264550265
"ENSORLP00000017547.3",0.276923076923077,0.48,0.243076923076923,0.450769230769231,0.36,0.189230769230769,0.26,0.406153846153846,0.333846153846154,0.352307692307692,0.458461538461538,0.189230769230769,0.0753846153846154,0.846153846153846,0.0784615384615385,0.467692307692308,0.206153846153846,0.326153846153846,0.383076923076923,0.276923076923077,0.34
"FBpp0099678",0.35016835016835,0.303030303030303,0.346801346801347,0.30976430976431,0.441077441077441,0.249158249158249,0.383838383838384,0.232323232323232,0.383838383838384,0.255892255892256,0.494949494949495,0.249158249158249,0.0875420875420875,0.777777777777778,0.134680134680135,0.434343434343434,0.276094276094276,0.28956228956229,0.424242424242424,0.35016835016835,0.225589225589226
"ENSEBUP00000026444.1",0.403282532239156,0.336459554513482,0.260257913247362,0.368112543962485,0.318874560375147,0.313012895662368,0.277842907385698,0.286049237983587,0.436107854630715,0.2989449003517,0.388042203985932,0.313012895662368,0.211019929660023,0.676436107854631,0.112543962485346,0.481828839390387,0.250879249706917,0.267291910902696,0.329425556858148,0.403282532239156,0.267291910902696
"ENSELUP00000014031.1",0.387832699619772,0.404562737642586,0.207604562737643,0.428897338403042,0.303422053231939,0.267680608365019,0.236501901140684,0.351330798479087,0.412167300380228,0.356653992395437,0.375665399239544,0.267680608365019,0.174144486692015,0.682889733840304,0.142965779467681,0.447148288973384,0.226615969581749,0.326235741444867,0.318631178707224,0.387832699619772,0.293536121673004
"ENSP00000240423.4",0.361673414304993,0.379217273954116,0.259109311740891,0.439946018893387,0.333333333333333,0.226720647773279,0.278002699055331,0.333333333333333,0.388663967611336,0.356275303643725,0.417004048582996,0.226720647773279,0.109311740890688,0.726045883940621,0.164642375168691,0.442645074224022,0.233468286099865,0.323886639676113,0.357624831309042,0.361673414304993,0.280701754385965
"ENSEBUP00000012023.1",0.326219512195122,0.38719512195122,0.286585365853659,0.390243902439024,0.323170731707317,0.286585365853659,0.314024390243902,0.335365853658537,0.350609756097561,0.314024390243902,0.399390243902439,0.286585365853659,0.161585365853659,0.722560975609756,0.115853658536585,0.445121951219512,0.286585365853659,0.268292682926829,0.417682926829268,0.326219512195122,0.25609756097561
"ENSP00000177742.3",0.364444444444444,0.364444444444444,0.271111111111111,0.368888888888889,0.32,0.311111111111111,0.302222222222222,0.311111111111111,0.386666666666667,0.288888888888889,0.4,0.311111111111111,0.177777777777778,0.688888888888889,0.133333333333333,0.528888888888889,0.226666666666667,0.244444444444444,0.377777777777778,0.364444444444444,0.257777777777778
"ENSP00000393417.2",0.392561983471074,0.31404958677686,0.293388429752066,0.338842975206612,0.400826446280992,0.260330578512397,0.322314049586777,0.264462809917355,0.413223140495868,0.285123966942149,0.454545454545455,0.260330578512397,0.140495867768595,0.690082644628099,0.169421487603306,0.533057851239669,0.252066115702479,0.214876033057851,0.388429752066116,0.392561983471074,0.21900826446281
"YNR035C_mRNA",0.345029239766082,0.324561403508772,0.330409356725146,0.324561403508772,0.415204678362573,0.260233918128655,0.365497076023392,0.263157894736842,0.371345029239766,0.274853801169591,0.464912280701754,0.260233918128655,0.119883040935673,0.751461988304094,0.128654970760234,0.45906432748538,0.309941520467836,0.230994152046784,0.403508771929825,0.345029239766082,0.251461988304094
"ENSP00000489535.1",0.436708860759494,0.331223628691983,0.232067510548523,0.412447257383966,0.348101265822785,0.239451476793249,0.25210970464135,0.296413502109705,0.451476793248945,0.323839662447257,0.436708860759494,0.239451476793249,0.157172995780591,0.651898734177215,0.190928270042194,0.483122362869198,0.20253164556962,0.314345991561181,0.324894514767932,0.436708860759494,0.238396624472574
"ENSORLP00000017219.2",0.361240310077519,0.375193798449612,0.263565891472868,0.403100775193798,0.337984496124031,0.258914728682171,0.288372093023256,0.313178294573643,0.398449612403101,0.322480620155039,0.418604651162791,0.258914728682171,0.124031007751938,0.714728682170543,0.161240310077519,0.472868217054264,0.229457364341085,0.297674418604651,0.355038759689922,0.361240310077519,0.283720930232558
"YPR002W_mRNA",0.321705426356589,0.356589147286822,0.321705426356589,0.368217054263566,0.368217054263566,0.263565891472868,0.354651162790698,0.296511627906977,0.348837209302326,0.317829457364341,0.418604651162791,0.263565891472868,0.127906976744186,0.767441860465116,0.104651162790698,0.447674418604651,0.286821705426357,0.265503875968992,0.445736434108527,0.321705426356589,0.232558139534884
"ENSECAP00000045411.1",0.307506053268765,0.372881355932203,0.319612590799031,0.394673123486683,0.372881355932203,0.232445520581114,0.341404358353511,0.326876513317191,0.331719128329298,0.341404358353511,0.426150121065375,0.232445520581114,0.113801452784504,0.774818401937046,0.11138014527845,0.4818401937046,0.261501210653753,0.256658595641647,0.472154963680387,0.307506053268765,0.220338983050847
"T01C3.7.1",0.292613636363636,0.465909090909091,0.241477272727273,0.471590909090909,0.264204545454545,0.264204545454545,0.264204545454545,0.420454545454545,0.315340909090909,0.420454545454545,0.315340909090909,0.264204545454545,0.15625,0.747159090909091,0.0965909090909091,0.363636363636364,0.227272727272727,0.409090909090909,0.525568181818182,0.292613636363636,0.181818181818182
"ENSGALP00000059124.2",0.320053120849934,0.422310756972112,0.257636122177955,0.450199203187251,0.304116865869854,0.245683930942895,0.278884462151394,0.381142098273572,0.339973439575033,0.349269588313413,0.405046480743692,0.245683930942895,0.142098273572377,0.739707835325365,0.118193891102258,0.49933598937583,0.203187250996016,0.297476759628154,0.451527224435591,0.320053120849934,0.228419654714475
"ENSELUP00000004824.1",0.397026431718062,0.400881057268722,0.202092511013216,0.438325991189427,0.329295154185022,0.232378854625551,0.221916299559471,0.366189427312775,0.411894273127753,0.375,0.392621145374449,0.232378854625551,0.155837004405286,0.69273127753304,0.151431718061674,0.48568281938326,0.168502202643172,0.345814977973568,0.376651982378855,0.397026431718062,0.226321585903084
