"","Xc1.A","Xc1.R","Xc1.N","Xc1.D","Xc1.C","Xc1.E","Xc1.Q","Xc1.G","Xc1.H","Xc1.I","Xc1.L","Xc1.K","Xc1.M","Xc1.F","Xc1.P","Xc1.S","Xc1.T","Xc1.W","Xc1.Y","Xc1.V","Xc2.lambda.1"
"ENSMUSP00000115860.1",25.9606958187833,9.27167707813691,10.1988447859506,13.9075156172054,3.70867083125476,36.1595406047339,18.5433541562738,12.053180201578,6.49017395469584,1.85433541562738,32.4508697734792,27.8150312344107,6.49017395469584,8.34450937032322,21.3248572797149,18.5433541562738,21.3248572797149,1.85433541562738,1.85433541562738,11.1260124937643,0.0728322921863091
"FBpp0292150",40.3555422859953,20.1777711429977,21.0949425585885,29.3494852989057,9.17171415590803,27.5151424677241,17.4262568962253,37.6040280392229,8.25454274031723,36.6868566236321,37.6040280392229,41.2727137015861,14.6747426494529,25.6807996365425,25.6807996365425,43.1070565327678,31.1838281300873,6.42019990913562,20.1777711429977,33.0181709612689,0.0828285844091968
"ENSELUP00000034739.1",136.458588230536,127.238413350094,68.2292941152679,107.876046101167,45.1788569141639,160.431042919684,101.421923684858,108.798063589211,47.9449093782964,38.7247344978547,207.453934809936,142.912710646845,38.7247344978547,51.632979330473,152.132885527287,184.403497608832,83.9035914120186,20.2843847369715,36.8806995217664,109.720081077255,0.0779825119558393
"T05A10.1m",164.990271702856,97.8755849084738,96.9434364807741,104.400623902372,28.8966012586923,95.0791396253746,298.28749686392,79.2326163544788,67.1146867943821,93.2148427699751,156.600935853558,95.0791396253746,65.2503899389826,48.471718240387,129.568631450265,197.615466672347,124.907889311767,6.52503899389826,31.6930465417915,98.8077333361736,0.0678515723002491
"ENSP00000464036.2",35.984919577173,71.9698391543459,15.6857341746651,40.5983708050157,2.76807073670561,123.640492906184,26.7580171214876,42.4437512961527,20.2991854025078,23.0672561392134,57.2067952252493,62.7429366986606,17.5311146658022,17.5311146658022,37.83030006831,59.0521757163864,27.6807073670561,7.3815219645483,15.6857341746651,27.6807073670561,0.0773097544314622
"YDL040C_mRNA",55.9789811257101,33.9544639614963,43.1313461132521,54.143604695359,7.34150572140461,55.0612929105346,33.0367757463207,31.2013993159696,11.0122585821069,40.3782814677253,90.851133302382,88.0980686568553,14.6830114428092,37.6252168221986,26.6129582400917,53.2259164801834,26.6129582400917,7.34150572140461,43.1313461132521,30.283711100794,0.082311784824424
"ENSP00000371859.2",78.1970790900916,111.315841998836,41.3984536359309,91.9965636354019,26.6790034542666,156.394158180183,72.6772852719675,56.1179038175952,28.5189347269746,65.3175601811354,133.395017271333,123.275395271439,15.6394158180183,53.3580069085331,73.5972509083216,128.795189089563,66.2375258174894,9.19965636354019,30.3588659996826,68.9974227265515,0.0800343636459806
"ENSP00000354468.4",11.8585295287849,20.0682807410206,6.3853620539611,20.0682807410206,5.4731674748238,19.1560861618833,10.9463349496476,20.9804753201579,10.0341403705103,21.8926698992952,32.8390048489428,16.4195024244714,10.9463349496476,13.6829186870595,24.6292536367071,16.4195024244714,11.8585295287849,4.5609728956865,9.121945791373,17.3316970036087,0.0878054208626999
"FBpp0072132",29.7383814281754,13.9398662944572,24.1624349103925,16.7278395533487,2.78797325889145,17.6571639729792,30.6677058478059,16.7278395533487,6.50527093741338,13.0105418748268,31.5970302674364,19.5158128122401,6.50527093741338,17.6571639729792,25.091759330023,33.4556791066974,16.7278395533487,1.85864883926097,9.29324419630483,12.0812174551963,0.0706755803695174
"YMR300C_mRNA",35.6963977505304,28.3740597504216,28.3740597504216,28.3740597504216,12.8140915001904,32.9505210004896,10.9835070001632,37.5269822505576,9.152922500136,29.2893520004352,34.7811055005168,26.5434752503944,9.152922500136,18.305845000272,19.2211372502856,25.6281830003808,21.0517217503128,0,22.88230625034,35.6963977505304,0.0847077499863998
"ENSSSCP00000010965.3",20.1695213320205,28.4206891496652,12.8351499385585,18.335928483655,9.1679642418275,38.5054498156755,23.8367070287515,28.4206891496652,11.001557090193,21.0863177562032,34.8382641189445,23.8367070287515,11.001557090193,22.9199106045687,22.9199106045687,33.004671270579,22.003114180386,0.91679642418275,14.668742786924,25.670299877117,0.0832035758172503
"YLR025W_mRNA",15.7217939997414,7.39849129399594,17.5714168232403,12.9473597644929,0,32.3683994112322,11.0977369409939,8.32330270574543,2.77443423524848,13.8721711762424,20.3458510584888,20.3458510584888,9.24811411749492,2.77443423524848,4.62405705874746,19.4210396467393,11.0977369409939,1.84962282349898,0,10.1729255292444,0.075188588250508
"ENSGALP00000048046.2",62.0661052290145,23.1589944884383,29.643512945201,23.1589944884383,13.895396693063,39.8334705201138,26.8644336065884,44.4652694178014,6.48451845676271,7.41087823630024,21.3062749293632,45.391629197339,6.48451845676271,36.1280314019637,46.3179889768765,79.6669410402276,47.244348756414,3.70543911815012,0.92635977953753,25.9380738270508,0.0736402204624699
"FBpp0289220",37.2446032663641,33.5201429397277,26.0712222864549,32.5890278580686,4.65557540829551,52.1424445729097,40.0379485113414,22.3467619598184,12.1044960615683,20.4845317965002,26.0712222864549,22.3467619598184,11.1733809799092,13.0356111432274,32.5890278580686,54.0046747362279,39.1068334296823,4.65557540829551,8.38003573493192,28.8645675314322,0.0688849183408981
"ENSORLP00000040100.1",25.5298621514319,38.2947932271478,10.9413694934708,20.970958195819,5.4706847467354,23.7063005691867,11.8531502845934,22.7945197780642,6.38246553785797,21.8827389869416,39.2065740182704,16.4120542402062,11.8531502845934,11.8531502845934,23.7063005691867,32.8241084804124,16.4120542402062,5.4706847467354,7.29424632898054,26.4416429425544,0.088219208877433
"FBpp0070792",49.47652276163,27.4869570897945,20.1571018658493,24.738261380815,6.41362332095204,27.4869570897945,21.9895656718356,39.3979718287054,7.32985522394519,27.4869570897945,46.7278270526506,35.7330442167328,7.32985522394519,18.324638059863,25.6544932838082,26.5707251868013,31.1518847017671,1.8324638059863,16.4921742538767,30.2356527987739,0.0837680970068512
"ENSMUSP00000043138.8",34.9432288418492,56.0930778777052,31.2649942269177,61.6104298001025,23.9085249970547,87.3580721046229,45.9779326866436,45.9779326866436,32.1845528806505,28.5063182657191,76.3233682598284,92.8754240270202,10.1151451910616,18.3911730746575,65.288664415034,79.0820442210271,44.1388153791779,12.8738211522602,22.0694076895889,59.7713124926367,0.0804413462671272
"ZC262.8",10.9868177289076,11.9023858729832,5.4934088644538,10.071249584832,5.4934088644538,8.2401132966807,10.9868177289076,10.9868177289076,1.83113628815127,4.57784072037817,14.6490903052101,17.395794737437,7.32454515260506,6.40897700852943,3.66227257630253,8.2401132966807,12.8179540170589,2.7467044322269,8.2401132966807,5.4934088644538,0.0844318559243669
"YKL155C_mRNA",25.5729610582797,37.4461215496238,43.8393618141937,32.8795213606453,5.47992022677421,39.2727616252152,27.3996011338711,32.8795213606453,15.5264406425269,41.0994017008066,51.1459221165593,54.7992022677421,10.9598404535484,22.8330009448925,25.5729610582797,38.3594415874195,22.8330009448925,4.56660018897851,15.5264406425269,25.5729610582797,0.0866799622042981
"ENSOARP00000013998.1",25.7661669222745,18.4044049444818,4.60110123612045,9.2022024722409,11.9628632139132,10.122422719465,4.60110123612045,21.1650656861541,9.2022024722409,1.84044049444818,23.0055061806023,9.2022024722409,0.92022024722409,6.44154173056863,26.6863871694986,19.3246251917059,13.8033037083614,2.76066074167227,3.68088098889636,14.7235239555854,0.0797797527759096
"ZK757.3c",1.84915661042732,3.69831322085465,3.69831322085465,1.84915661042732,1.84915661042732,3.69831322085465,1.84915661042732,2.77373491564099,0,0,7.3966264417093,0,0.924578305213662,1.84915661042732,1.84915661042732,6.47204813649563,7.3966264417093,1.84915661042732,0,1.84915661042732,0.0754216947863381
"ENSP00000435583.1",12.8929943500404,8.28835351074026,0.920928167860028,4.60464083930014,3.68371267144011,4.60464083930014,9.20928167860028,7.36742534288023,2.76278450358009,0.920928167860028,18.4185633572006,1.84185633572006,0.920928167860028,0.920928167860028,11.0511380143203,7.36742534288023,1.84185633572006,0.920928167860028,0.920928167860028,4.60464083930014,0.0790718321399715
"ENSORLP00000040617.1",36.0628570574459,25.8912819899612,14.7950182799778,21.2678387774681,9.24688642498613,40.686300269939,19.4184614924709,42.5356775549362,15.7197069224764,22.1925274199667,31.4394138449528,31.4394138449528,7.3975091399889,23.1172160624653,24.9665933474625,29.5900365599556,27.7406592749584,0.924688642498613,7.3975091399889,40.686300269939,0.0753113575013873
"T21G5.5d",70.9458373192984,17.7364593298246,16.8029614703602,17.7364593298246,3.73399143785781,25.2044422055402,44.8078972542937,24.2709443460758,13.0689700325023,8.40148073518008,44.8078972542937,19.6034550487535,14.0024678919668,8.40148073518008,21.4704507676824,37.3399143785781,27.0714379244691,1.86699571892891,11.2019743135734,25.2044422055402,0.066502140535547
"FBpp0291479",27.510424181237,20.1743110662405,23.8423676237388,16.5062545087422,3.66805655749827,17.4232686481168,15.5892403693676,21.0913252056151,17.4232686481168,17.4232686481168,38.5145938537318,27.510424181237,1.83402827874913,16.5062545087422,18.3402827874914,25.6763959024879,18.3402827874914,3.66805655749827,10.0871555331202,33.0125090174844,0.0829858606254326
"F07E5.5",36.7008024313101,22.0204814587861,12.8452808509585,20.1854413372205,12.8452808509585,34.8657623097446,8.25768054704477,22.9380015195688,11.9277607901758,13.7628009117413,16.5153610940895,50.4636033430514,6.42264042547926,9.17520060782752,17.4328811548723,14.680320972524,18.350401215655,2.75256018234826,5.50512036469651,14.680320972524,0.0824799392172479
"ENSECAP00000027433.1",24.6323166132758,39.2292449766985,17.3338524315644,20.9830845224201,7.29846418171134,32.8430888177011,31.9307807949871,17.3338524315644,20.0707764997062,20.9830845224201,42.8784770675542,26.4569326587036,6.38615615899743,10.947696272567,10.947696272567,21.895392545134,20.0707764997062,4.56154011356959,15.5092363861366,25.5446246359897,0.0876919772860819
"ENSGALP00000059387.2",21.9182093341047,31.9640552789027,13.6988808338154,17.3519157228329,7.3060697780349,31.0507965566483,22.8314680563591,34.7038314456658,5.47955233352617,9.13258722254362,21.9182093341047,22.8314680563591,11.8723633893067,17.3519157228329,22.8314680563591,26.4845029453765,16.4386570005785,5.47955233352617,4.56629361127181,15.5253982783242,0.0867412777456377
"ENSELUP00000026940.1",40.5871645253339,47.9666489844855,42.4320356401218,43.3544711975157,14.7589689183032,59.9583112306069,58.1134401158189,59.0358756732129,29.5179378366064,55.3461334436371,72.8724090341222,77.4845868210919,19.371146705273,27.6730667218185,84.8640712802436,109.76983132988,59.9583112306069,10.1467911313335,17.5262755904851,54.4236978862431,0.0775644426060485
"ENSP00000363641.5",7.34771476003733,0,2.755393035014,6.42925041503266,4.59232172502333,9.18464345004666,4.59232172502333,4.59232172502333,0.918464345004666,3.67385738001867,5.510786070028,11.021572140056,2.755393035014,8.266179105042,2.755393035014,6.42925041503266,3.67385738001867,0.918464345004666,0.918464345004666,10.1031077950513,0.0815356549953336
"ENSCINP00000012582.3",16.4681419141485,8.23407095707427,12.8085548221155,16.4681419141485,4.57448386504126,12.8085548221155,8.23407095707427,15.5532451411403,2.74469031902476,13.7234515951238,21.0426257791898,15.5532451411403,9.14896773008252,9.14896773008252,8.23407095707427,10.0638645030908,10.978761276099,0.914896773008252,9.14896773008252,12.8085548221155,0.0851032269917483
"ENSP00000321259.3",33.871613331125,13.7317351342399,9.15449008949325,19.2244291879358,2.74634702684798,23.8016742326825,12.8162861252906,17.3935311700372,5.49269405369595,19.2244291879358,31.1252663042771,27.4634702684798,8.23904108054393,12.8162861252906,9.15449008949325,20.1398781968852,13.7317351342399,2.74634702684798,8.23904108054393,17.3935311700372,0.0845509910506746
"Y47G6A.20b",76.5883767930777,29.5280488840781,26.7597943011958,35.0645580498428,3.69100611050977,56.2878431852739,40.6010672156074,44.2920733261172,5.53650916576465,36.9100611050977,47.983079436627,52.5968370747642,31.373551939333,21.2232851354312,47.983079436627,51.6740855471367,23.068788190686,1.84550305525488,12.9185213867842,45.2148248537446,0.0772484723725584
"ENSMUSP00000031038.4",11.8969003108597,12.8120464886181,8.23631559982592,7.32116942206748,3.66058471103374,21.9635082662024,6.40602324430905,17.3877773774103,4.57573088879218,10.9817541331012,14.642338844135,17.3877773774103,3.66058471103374,9.15146177758435,21.048362088444,21.9635082662024,11.8969003108597,2.74543853327531,8.23631559982592,10.0666079553428,0.0848538222415648
"YNR049C_mRNA",9.26563857701699,12.9718940078238,12.9718940078238,9.26563857701699,0,8.33907471931529,7.41251086161359,12.0453301501221,6.48594700391189,2.7796915731051,9.26563857701699,15.7515855809289,5.55938314621019,10.1922024347187,13.8984578655255,32.4297350195595,14.8250217232272,1.8531277154034,3.70625543080679,5.55938314621019,0.0734361422983012
"ENSP00000477781.1",9.13736284602039,8.22362656141835,8.22362656141835,11.8785716998265,3.65494513840815,18.2747256920408,3.65494513840815,14.6197805536326,4.56868142301019,15.5335168382347,12.7923079844285,13.7060442690306,9.13736284602039,8.22362656141835,6.39615399221427,8.22362656141835,7.30989027681631,1.82747256920408,7.30989027681631,7.30989027681631,0.0862637153979615
"ENSORLP00000042814.1",65.8169498262356,49.1309625463449,31.5179759731269,40.7879689063995,11.1239915199271,100.115923679344,42.641967493054,65.8169498262356,7.4159943466181,25.0289809198361,83.4299363994536,52.8389597196539,29.6639773864724,27.8099787998179,39.8609696130723,94.5539279193807,38.933970319745,8.34299363994536,9.26999293327262,64.8899505329083,0.0730007066727381
"ENSMMUP00000030500.3",28.4225888663587,35.7574505092899,22.0045849287938,15.5865809912289,6.41800393756486,43.0923121522212,30.2563042770915,28.4225888663587,11.9191501697633,25.6720157502594,52.2608892058853,44.926027562954,16.5034386965954,21.0877272234274,22.9214426341602,40.341739036122,26.5888734556258,4.58428852683204,11.0022924643969,22.0045849287938,0.0831422946335914
"ENSOARP00000014292.1",27.4646151941084,32.9575382329301,9.15487173136948,11.9013332507803,4.57743586568474,25.6336408478345,16.4787691164651,17.394256289602,1.8309743462739,3.66194869254779,23.8026665015607,29.2955895403823,6.40841021195864,6.40841021195864,13.7323075970542,16.4787691164651,14.6477947701912,2.74646151941084,1.8309743462739,13.7323075970542,0.0845128268630519
"ENSP00000425556.1",74.7887444309329,63.7089304411651,40.6259846291488,51.7057986189166,20.3129923145744,78.4820157608555,53.5524342838779,61.8622947762038,28.6228528069003,44.3192559590714,73.8654265984523,58.1690234462812,15.6964031521711,33.2394419693035,83.0986049232588,107.104868567756,65.5555661061264,5.53990699488392,21.236310147055,55.3990699488392,0.0766821675193465
"ENSP00000300648.6",233.696434416732,122.8522758001,57.2694819519264,117.310067869268,38.7954555158211,156.10552338509,119.157470512879,134.860392983568,49.8798713774842,119.157470512879,370.404230043911,148.715912810647,63.7353912045632,61.8879885609527,118.233769191074,188.435069648274,119.157470512879,21.2451304015211,36.0243515504053,190.282472291884,0.0762986781947363
"ENSMUSP00000029013.3",25.7481021402224,11.9544759936747,21.1502267580398,21.1502267580398,10.1153258408017,11.0349009172382,14.7132012229842,22.0698018344763,11.0349009172382,18.3915015287303,16.5523513758573,22.0698018344763,8.27617568792863,17.4719264522938,21.1502267580398,28.5068273695319,22.9893769109129,8.27617568792863,9.19575076436514,16.5523513758573,0.0804249235634857
"R11A8.7f",213.254924808208,101.064290452585,117.753806307141,117.753806307141,26.8886644323392,162.259181919289,178.021502448591,140.006494113215,49.1413522384131,125.171368909165,190.075041676881,162.259181919289,77.8844073212585,68.6124540687277,149.278447365745,253.12432379409,117.753806307141,12.05353922829,46.3597662626539,122.389782933406,0.0728046747469225
"YLR384C_mRNA",85.3040391300983,60.5383503503924,55.0348639549022,88.0557823278434,12.8414682561438,108.235232444641,46.7796343616668,55.0348639549022,22.0139455819609,75.2143140716996,119.242205235621,79.8005527346081,23.8484410471243,51.3658730245753,41.2761479661766,91.7247732581703,64.2073412807192,9.17247732581703,49.5313775594119,98.1455073862422,0.0827522674182975
"F01G4.6b.1",43.0038722640543,11.8946880730363,4.57488002809088,7.31980804494541,7.31980804494541,17.3845441067453,13.7246400842726,31.109184191018,2.74492801685453,21.9594241348362,32.0241601966362,20.1294721235999,10.9797120674181,14.6396160898908,21.044448129218,16.4695681011272,23.7893761460726,6.40483203932723,19.2144961179817,28.3642561741635,0.0850239943818242
"ENSORLP00000009164.2",9.33331083981908,10.266641923801,4.66665541990954,5.59998650389145,3.73332433592763,6.53331758787336,5.59998650389145,26.1332703514934,7.46664867185527,2.79999325194572,6.53331758787336,6.53331758787336,23.3332770995477,4.66665541990954,36.3999122752944,18.6666216796382,18.6666216796382,0.933331083981908,5.59998650389145,9.33331083981908,0.0666689160180918
"FBpp0079289",35.9080022123549,32.2251301905749,22.0972321306799,32.2251301905749,25.7801041524599,46.9566182776948,39.5908742341349,20.2557961197899,24.8593861470149,18.4143601088999,38.6701562286899,23.0179501361249,17.4936421034549,20.2557961197899,25.7801041524599,30.3836941796849,23.0179501361249,0.920718005444997,11.04861606534,24.8593861470149,0.0792819945550031
"ENSEBUP00000001576.1",83.0770940018182,97.846355157697,22.1538917338182,35.0769952452121,12.9231035113939,18.4615764448485,20.3077340893333,79.3847787128485,26.7692858450303,23.0769705560606,39.6923893564243,26.7692858450303,9.23078822242425,24.9231282005455,262.154385516849,126.461798647212,74.7693846016364,36.0000740674546,15.6923399781212,24.9231282005455,0.0769211777575753
"YML022W_mRNA",18.3305813396955,3.6661162679391,7.33223253587821,6.41570346889343,0.916529066984776,15.5809941387412,5.49917440190865,13.7479360047716,1.83305813396955,10.9983488038173,23.8297557416042,12.8314069377869,1.83305813396955,13.7479360047716,9.16529066984776,7.33223253587821,3.6661162679391,0,5.49917440190865,9.16529066984776,0.0834709330152243
"K05C4.2.1",14.5874374973962,7.29371874869811,4.55857421793632,5.47028906152358,1.82342968717453,6.38200390511085,8.20543359228537,10.9405781230472,5.47028906152358,11.8522929666344,13.675722653809,7.29371874869811,8.20543359228537,17.322582028158,8.20543359228537,9.11714843587264,4.55857421793632,6.38200390511085,10.0288632794599,10.9405781230472,0.0882851564127363
"ENSORLP00000017547.3",51.3727373954415,23.3512442706552,19.6150451873504,19.6150451873504,7.47239816660968,28.0214931247863,55.1089364787464,39.2300903747008,34.5598415205697,23.3512442706552,63.5153844161822,22.417194499829,5.60429862495726,15.8788461040456,52.3067871662677,67.2515834994871,36.4279410622222,2.80214931247863,10.2745474790883,28.9555428956125,0.0659502291737906
"FBpp0099678",11.9301865034254,11.0124798493158,18.354133082193,17.4364264280833,3.67082661643859,19.2718397363026,16.5187197739737,15.601013119864,9.17706654109648,11.9301865034254,31.202026239728,12.8478931575351,6.42394657876754,15.601013119864,11.0124798493158,16.5187197739737,8.25935988698684,2.75311996232895,10.0947731952061,22.9426663527412,0.0822933458903516
"ENSEBUP00000026444.1",35.7369622279925,65.975930267063,29.3226356742502,38.4859593224534,25.657306214969,49.4819477002973,32.9879651335315,30.2389680390706,25.657306214969,36.6532945928128,55.8962742540395,98.9638954005945,11.9123207426642,21.9919767556877,28.4063033094299,82.4699128338288,46.7329506058363,6.41432655374224,13.7449854723048,44.9002858761957,0.0836676351796801
"ENSELUP00000014031.1",77.5583819501054,72.9418115959325,46.1657035417294,74.7884397376016,19.3895954875263,98.7946055793009,39.7025050458873,75.7117538084362,29.5460502667068,37.8558769042181,67.4019271709249,138.497110625188,18.4662814166918,25.8527939833685,68.3252412417595,131.110598058512,73.8651256667671,4.61657035417294,35.0859346917143,78.48169602094,0.0766859291654118
"ENSP00000240423.4",49.6935254910444,27.6075141616913,30.3682655778605,59.8162806836646,12.8835066087893,52.4542769072136,29.4480151058041,34.049267466086,18.4050094411276,23.0062618014095,60.736531155721,46.9327740748753,16.5645084970148,26.687263689635,44.1720226587062,52.4542769072136,46.9327740748753,5.52150283233827,12.8835066087893,31.2885160499169,0.0797495279436218
"ENSEBUP00000012023.1",19.0475449400373,25.3967265867164,3.62810379810235,12.6983632933582,3.62810379810235,21.7686227886141,10.884311394307,25.3967265867164,7.2562075962047,16.3264670914606,19.9545708895629,22.6756487381397,5.44215569715352,9.97728544478146,19.0475449400373,19.0475449400373,17.2334930409862,6.34918164667911,8.16323354573029,23.5826746876653,0.0929740504744126
"ENSP00000177742.3",17.0201959376368,25.9781937995509,3.58319914476564,10.7495974342969,0.89579978619141,16.1243961514454,7.16639828953128,8.9579978619141,4.47899893095705,5.37479871714846,21.4991948685938,9.85379764810551,4.47899893095705,5.37479871714846,15.228596365254,10.7495974342969,10.7495974342969,6.27059850333987,6.27059850333987,10.7495974342969,0.10420021380859
"ENSP00000393417.2",15.5719163181863,16.4879113957266,5.49597046524221,11.9079360080248,4.57997538770184,25.6478621711303,12.8239310855652,12.8239310855652,4.57997538770184,10.0759458529441,21.0678867834285,14.6559212406459,7.32796062032295,8.24395569786332,7.32796062032295,10.0759458529441,12.8239310855652,0,6.41196554278258,13.7399261631055,0.0840049224596312
"YNR035C_mRNA",16.5236459050038,18.3596065611153,10.0977836086134,16.5236459050038,2.75394098416729,23.8674885294499,20.1955672172268,10.0977836086134,8.26182295250188,23.8674885294499,33.9652721380633,19.2775868891711,3.67192131222306,20.1955672172268,12.8517245927807,22.9495082013941,20.1955672172268,0.917980328055764,11.0157639366692,18.3596065611153,0.0820196719442355
"ENSP00000489535.1",54.6331455486776,53.7071600309034,40.7433627820647,66.6709572797422,35.1874496754195,100.932421437388,37.0394207109679,44.4473048531615,12.9637972488388,29.6315365687743,62.9670152086454,84.264682117452,17.5937248377098,14.8157682843872,42.5953338176131,81.4867255641294,37.0394207109679,9.25985517774197,17.5937248377098,34.2614641576453,0.0740144822258028
"ENSORLP00000017219.2",28.3269148206028,37.4646292788618,16.4478860248662,33.8095434955582,19.1892003623439,61.2226868703352,28.3269148206028,39.2921721705136,21.9305146998216,12.7928002415626,52.0849724120762,35.63708638721,13.7065716873885,13.7065716873885,28.3269148206028,57.5676010870316,31.0682291580805,15.5341145790403,14.6203431332144,28.3269148206028,0.086228554174102
"YPR002W_mRNA",42.132636606343,20.1503914204249,24.7300258341578,28.3937333651442,5.49556129647952,21.0663183031715,17.4026107721851,27.4778064823976,12.8229763584522,32.0574408961305,46.7122710200759,40.3007828408498,10.991122592959,20.1503914204249,18.3185376549317,26.561879599651,25.6459527169044,4.57963441373293,15.570757006692,32.0574408961305,0.0840731172534132
"ENSECAP00000045411.1",32.3321170994463,24.9419189052872,12.0090720655086,14.7803963883183,11.0852972912387,27.7132432280969,19.3992702596678,31.4083423251764,9.23774774269895,11.0852972912387,46.1887387134948,18.4754954853979,5.54264864561937,15.7041711625882,9.23774774269895,30.4845675509065,21.2468198082076,6.46642341988927,8.31397296842906,25.8656936795571,0.0762252257301047
"T01C3.7.1",19.9177287643574,32.5926470689485,9.05351307470791,14.4856209195327,1.81070261494158,16.2963235344742,3.62140522988316,76.0495098275465,7.24281045976633,9.9588643821787,13.5802696120619,17.201674841945,5.43210784482475,13.5802696120619,14.4856209195327,16.2963235344742,7.24281045976633,0.905351307470791,7.24281045976633,31.6872957614777,0.0946486925292089
"ENSGALP00000059124.2",82.9998545502374,66.5823009029377,14.593381019822,31.0109346671217,16.4175536472997,50.164747255638,26.4505030984273,63.8460419617211,13.6812947060831,22.8021578434718,58.3735240792879,31.0109346671217,13.6812947060831,18.2417262747775,52.9010061968546,41.9559704319882,20.0658989022552,10.9450357648665,14.593381019822,36.4834525495549,0.0879136862611271
"ENSELUP00000004824.1",123.250737555893,190.394796075148,63.4649320250493,104.855105084864,15.6362876003745,148.084841391782,86.4594726138352,196.833267440008,24.8341038358888,43.2297363069176,139.806806779819,69.9034033899094,28.5132303300946,30.3527935771975,90.138599108041,122.330955932341,79.1012196254237,11.0373794826173,33.1121384478518,68.9836217663579,0.0802183764485611
"ENSELUP00000001385.1",25.6789028624781,44.0209763356767,26.596006536138,33.0157322517575,9.17103673659931,39.435457967377,29.3473175571178,50.4407020512962,21.0933844941784,12.839451431239,31.1815249044377,23.8446955151582,9.17103673659931,13.756555104899,53.192013072276,44.9380800093366,25.6789028624781,8.25393306293938,11.9223477575791,30.2644212307777,0.0828963263400689
