,features_0,features_1,features_2,features_3,features_4,features_5,features_6,features_7,features_8,features_9,features_10,features_11,features_12,features_13,features_14,features_15,features_16,features_17,features_18,features_19,features_20,features_21,features_22,features_23,features_24,features_25,features_26,features_27,features_28,features_29,features_30,features_31,features_32
FBpp0292150,-9.53540325164795,-18.70408821105957,-14.613028526306152,-18.85104751586914,0.43858906626701355,1.2199738025665283,-0.20440618693828583,0.5733404159545898,1.2251538038253784,-1.0962187051773071,-1.3322190046310425,0.8122832179069519,-0.1334494799375534,-1.6747076511383057,-2.0020835399627686,-0.6337522864341736,-0.38093554973602295,-0.0636909231543541,-0.8139757513999939,-1.0018752813339233,-0.510516881942749,-0.9704846143722534,-3.233905792236328,-0.46502554416656494,-5.703138828277588,-9.720052719116211,-6.604882717132568,-7.231382369995117,-1.041792392730713,-1.5108228921890259,-1.4332884550094604,-1.4354538917541504,-18.745262145996094
ENSP00000464036.2,-7.510854721069336,-15.471576690673828,-11.427692413330078,-15.522382736206055,0.0871664360165596,0.3880104422569275,-0.25318577885627747,-0.3857254683971405,0.9458789825439453,0.8042244911193848,-0.05537709221243858,-0.18759599328041077,-1.2136341333389282,-0.8917613625526428,-1.1911596059799194,-0.2016569972038269,-0.32216212153434753,-1.023685336112976,-2.3957080841064453,-2.715961217880249,-1.0780293941497803,-1.2943364381790161,-4.129753112792969,-2.5698585510253906,-4.345243453979492,-7.497283935546875,-4.945241928100586,-4.640621185302734,-0.41386181116104126,-1.032090663909912,-0.7661726474761963,-0.7988942861557007,-15.555315017700195
YDL040C_mRNA,-9.94514274597168,-19.126361846923828,-13.803484916687012,-19.180255889892578,0.9426512122154236,0.5060498714447021,-0.8016058802604675,-0.015486173331737518,0.6704490780830383,0.03505159914493561,-0.8098029494285583,0.085055410861969,0.02744942717254162,-0.526975154876709,-2.2197158336639404,0.38803625106811523,-0.12890557944774628,0.16825319826602936,-0.5673753619194031,-0.5981064438819885,-0.9676211476325989,-0.9546290636062622,-2.9915711879730225,-1.9328352212905884,-8.224119186401367,-10.642875671386719,-8.200637817382812,-8.351677894592285,-1.419263482093811,-1.750425934791565,-1.777270793914795,-1.7204720973968506,-19.129823684692383
ENSP00000354468.4,-8.61919116973877,-17.529293060302734,-13.17607307434082,-17.56797218322754,0.894469678401947,0.31250566244125366,-0.6232209801673889,0.4273204803466797,0.5620431303977966,-1.066304326057434,-0.3864649832248688,0.14353877305984497,-0.06895139068365097,-1.575571894645691,-1.7108314037322998,-0.5275433659553528,-0.49780964851379395,-0.6124732494354248,-0.8487973809242249,-1.464963674545288,-0.7007754445075989,-0.8790315985679626,-2.8649985790252686,-0.9792485237121582,-4.864509105682373,-8.701488494873047,-6.173048973083496,-6.277117729187012,-0.9857479333877563,-1.3588929176330566,-1.2063771486282349,-1.2407959699630737,-17.594104766845703
FBpp0072132,-10.200728416442871,-19.046255111694336,-13.742281913757324,-19.133609771728516,0.5391799807548523,0.7702827453613281,-0.508090078830719,0.046380236744880676,0.9962126612663269,-0.46534791588783264,-0.6126426458358765,0.32555729150772095,-0.47867652773857117,-0.9238035678863525,-0.823626697063446,-0.3910118639469147,0.49102991819381714,0.09702567011117935,-0.9158117771148682,-1.5215808153152466,-0.7270204424858093,-0.9363938570022583,-3.9455928802490234,-2.194084882736206,-7.544082164764404,-10.565631866455078,-8.320196151733398,-8.202817916870117,-1.4322733879089355,-1.72781240940094,-1.7645611763000488,-1.6939078569412231,-19.03870391845703
YMR300C_mRNA,-9.199817657470703,-18.25759506225586,-14.274035453796387,-18.291271209716797,0.4409964680671692,0.7897131443023682,-0.32577943801879883,0.4619828462600708,0.6189625263214111,-0.9149353504180908,-1.3084384202957153,0.312441885471344,0.156539648771286,-1.390289545059204,-2.552178382873535,-1.2222213745117188,-0.9503767490386963,-0.35126030445098877,-0.7886656522750854,-1.0234153270721436,-0.47173529863357544,-1.3693795204162598,-3.439610242843628,-0.6607992649078369,-6.898927688598633,-10.20113754272461,-6.915631294250488,-7.683531761169434,-1.1537765264511108,-1.5529228448867798,-1.5086859464645386,-1.4754385948181152,-18.308319091796875
ENSSSCP00000010965.3,-8.71493148803711,-17.480833053588867,-13.03196907043457,-17.53499412536621,0.693103015422821,0.4449147880077362,-0.6361737847328186,0.408711314201355,0.8306311368942261,-0.5608677268028259,-0.2317017912864685,0.3921910524368286,-0.1761205494403839,-1.566009283065796,-1.6280901432037354,-0.49305158853530884,-0.15476293861865997,-0.5776354670524597,-0.742871105670929,-1.4806334972381592,-0.7474055290222168,-0.8523654341697693,-3.1436610221862793,-0.8151115775108337,-5.593440532684326,-8.749197959899902,-6.053765773773193,-6.1861467361450195,-0.898683488368988,-1.2236757278442383,-1.153044581413269,-1.1506695747375488,-17.5196475982666
YLR025W_mRNA,-9.253620147705078,-18.97836685180664,-13.753857612609863,-19.011552810668945,0.9566346406936646,1.083022952079773,-0.5987776517868042,0.5127356052398682,1.2080941200256348,1.069533109664917,-0.8263825178146362,0.8147193193435669,0.42124471068382263,-0.2693733274936676,-3.4164888858795166,0.4375550448894501,0.7986161708831787,0.7684381008148193,-1.5455515384674072,-1.4361326694488525,-0.009690503589808941,-1.3113034963607788,-4.489226818084717,-2.9424049854278564,-6.655926704406738,-9.801572799682617,-7.671283721923828,-7.404033660888672,-1.0174870491027832,-1.5856693983078003,-1.4998962879180908,-1.485766053199768,-18.95867156982422
ENSGALP00000048046.2,-10.369874000549316,-18.6312255859375,-11.531054496765137,-18.691871643066406,-0.3972073197364807,0.4817627966403961,0.08823619782924652,-0.333368182182312,1.1790969371795654,-0.1219165101647377,-0.2992335259914398,0.3698742389678955,-1.1991660594940186,-0.56606125831604,0.13891391456127167,0.1980634331703186,-0.47719869017601013,-0.42379531264305115,-0.9227465987205505,-2.5026848316192627,-1.8160426616668701,-1.4846283197402954,-2.835489511489868,-1.4606636762619019,-7.518849849700928,-9.583337783813477,-8.470133781433105,-8.1292142868042,-1.6568009853363037,-1.723477840423584,-1.8698092699050903,-1.8054436445236206,-18.6175479888916
FBpp0289220,-10.133334159851074,-18.236053466796875,-12.147625923156738,-18.27102279663086,-0.22717441618442535,0.10119476914405823,-0.3790302276611328,-0.23261070251464844,0.6301796436309814,0.4532240331172943,-0.3713507652282715,0.12778235971927643,-0.6557855010032654,-0.14695169031620026,-0.3503425717353821,-0.45465749502182007,-0.060815900564193726,-0.3854382634162903,-1.3610626459121704,-1.500434160232544,-1.5519853830337524,-1.1901530027389526,-2.5756866931915283,-2.0260579586029053,-8.601469993591309,-10.015887260437012,-8.612200736999512,-8.295011520385742,-1.616252064704895,-1.748002052307129,-1.8162360191345215,-1.8280222415924072,-18.248939514160156
ENSORLP00000040100.1,-8.627583503723145,-17.530536651611328,-10.89629077911377,-17.50980567932129,0.30733487010002136,-0.0287972092628479,-0.555180549621582,-0.010540109127759933,0.26397496461868286,-0.7849692106246948,-0.24231275916099548,-0.44673827290534973,-0.6282280087471008,-1.0490814447402954,-0.8757639527320862,-1.204720377922058,-0.9556694030761719,-1.2867764234542847,-1.220011830329895,-1.8919893503189087,-1.4946861267089844,-1.3979994058609009,-2.7633540630340576,-1.3173761367797852,-5.596068859100342,-8.724021911621094,-6.882083415985107,-6.913575172424316,-1.3141032457351685,-1.4712779521942139,-1.423811435699463,-1.4745925664901733,-17.560720443725586
FBpp0070792,-9.675529479980469,-19.07782745361328,-15.076168060302734,-19.212881088256836,0.48859164118766785,1.5539568662643433,-0.01589283160865307,0.495235800743103,0.945293664932251,-0.8935418725013733,-1.5315511226654053,0.6891001462936401,-0.34195756912231445,-1.3811107873916626,-1.8191872835159302,-1.1284688711166382,-0.19443881511688232,-0.04300818592309952,-1.0257980823516846,-1.2624132633209229,-0.8005535006523132,-1.031356930732727,-3.322173833847046,-0.718525767326355,-6.749457359313965,-10.37995719909668,-7.12293815612793,-7.727194786071777,-1.2118276357650757,-1.663027048110962,-1.6319831609725952,-1.5757172107696533,-19.13123321533203
ENSMUSP00000043138.8,-7.845007419586182,-16.885814666748047,-11.128937721252441,-16.925521850585938,0.4702954590320587,-0.16065643727779388,-0.1047038733959198,0.0707586258649826,0.9489808678627014,0.0760788768529892,-0.04235600680112839,-0.02485884353518486,-0.9301804304122925,-0.5530341267585754,-0.40076780319213867,-0.15916094183921814,-0.29685962200164795,-0.5426350831985474,-1.6754876375198364,-2.1389527320861816,-1.433683156967163,-0.7760772705078125,-3.039912700653076,-1.1541121006011963,-5.531158924102783,-7.768322944641113,-5.539256572723389,-5.44224214553833,-0.8012061715126038,-1.1713800430297852,-1.0423669815063477,-1.1047271490097046,-16.981380462646484
ZC262.8,-8.83832836151123,-17.610610961914062,-12.841512680053711,-17.650821685791016,0.16634418070316315,-0.01221486646682024,-0.4897092282772064,-0.3282040059566498,0.05927112698554993,-0.54060959815979,-0.020649386569857597,0.01240547839552164,-0.6103879809379578,-0.9065790772438049,-0.9928391575813293,0.28866854310035706,-0.30972903966903687,-0.3097473978996277,-0.6730713844299316,-0.5837560892105103,-0.923989474773407,-0.9494351148605347,-2.0983803272247314,-2.021437168121338,-7.634392261505127,-10.176855087280273,-7.716651916503906,-7.959775447845459,-1.4268394708633423,-1.6193968057632446,-1.6465169191360474,-1.6310299634933472,-17.62194061279297
YKL155C_mRNA,-9.800682067871094,-18.3266658782959,-14.030343055725098,-18.379526138305664,0.4468737542629242,0.07956666499376297,-0.5113338828086853,-0.2372204065322876,0.7120590806007385,-0.2917546331882477,-0.3826589584350586,0.15309734642505646,-0.00921611487865448,-0.8166415691375732,-1.4092214107513428,0.3205660283565521,-0.14616306126117706,0.2871231436729431,-0.7739003300666809,-0.9054698944091797,-0.9406741261482239,-0.8277995586395264,-3.2884836196899414,-2.962156295776367,-8.23874282836914,-10.921112060546875,-7.9343743324279785,-8.394499778747559,-1.3001034259796143,-1.677111268043518,-1.6903996467590332,-1.6172939538955688,-18.294902801513672
ENSOARP00000013998.1,-8.912517547607422,-17.495323181152344,-10.302398681640625,-17.46456527709961,0.46282052993774414,0.5502986907958984,0.3620312809944153,-0.4323898255825043,0.6005570292472839,-0.824451744556427,0.5240728855133057,-0.292583167552948,-1.8180850744247437,-1.2185434103012085,0.38908684253692627,-0.9375283122062683,-0.6128228306770325,-1.578882098197937,-1.2640690803527832,-2.059157609939575,-2.3426918983459473,-0.8440229892730713,-1.8090009689331055,-0.6541009545326233,-5.224420547485352,-9.332191467285156,-7.487454891204834,-7.6323418617248535,-1.5146580934524536,-1.592506766319275,-1.6514447927474976,-1.7866110801696777,-17.46369743347168
ZK757.3c,-8.773441314697266,-17.306211471557617,-9.025951385498047,-17.276145935058594,0.29066237807273865,-0.49760276079177856,-0.5740231275558472,-0.620902419090271,0.18142566084861755,-0.715200662612915,-0.3091243803501129,-0.20268452167510986,-0.9327277541160583,-0.9700039029121399,-0.6706304550170898,-1.0113661289215088,-0.9704864025115967,-0.9512261748313904,-0.9474127888679504,-1.6490740776062012,-1.6046056747436523,-1.4503681659698486,-1.6976209878921509,-1.1542601585388184,-7.537573337554932,-9.69561767578125,-8.288418769836426,-8.29549503326416,-1.740522861480713,-1.7320256233215332,-1.8470127582550049,-1.901341438293457,-17.29131507873535
ENSP00000435583.1,-9.203941345214844,-17.393003463745117,-9.548223495483398,-17.407751083374023,1.0229040384292603,0.5993403792381287,0.4430346190929413,-0.3478480577468872,0.26739180088043213,-0.4365878105163574,0.31703096628189087,-0.6069552898406982,-1.6566301584243774,-0.9158026576042175,0.6909547448158264,-1.2727348804473877,-0.050898950546979904,-1.935340404510498,-1.3608007431030273,-2.4182627201080322,-1.9587563276290894,-0.8653110265731812,-1.1384788751602173,-0.7532715797424316,-6.260615825653076,-9.66744613647461,-8.144899368286133,-8.060311317443848,-1.7941863536834717,-1.7041269540786743,-1.821479082107544,-1.9476102590560913,-17.377803802490234
ENSORLP00000040617.1,-9.572016716003418,-18.479719161987305,-12.870173454284668,-18.478565216064453,0.3052534759044647,0.6586761474609375,0.04149208962917328,0.4876374304294586,0.4525206685066223,-0.06909579038619995,-0.1706770807504654,0.3340665102005005,-0.2844945788383484,-0.9957261085510254,-1.5092394351959229,-0.029124993830919266,-0.5726882219314575,-0.8299691081047058,-1.049638271331787,-1.837505578994751,-0.8758161664009094,-1.430148959159851,-2.68323016166687,-1.3525243997573853,-6.431670665740967,-9.169493675231934,-7.222050666809082,-7.102137565612793,-1.2566503286361694,-1.5061907768249512,-1.455960988998413,-1.4841399192810059,-18.55401039123535
T21G5.5d,-9.778454780578613,-18.38622283935547,-14.359697341918945,-18.504850387573242,0.9790346622467041,1.9850245714187622,-0.13092811405658722,0.4510284662246704,1.1331242322921753,-0.9277432560920715,-0.7362396717071533,0.718339741230011,-0.5452650785446167,-1.3349682092666626,-1.1542414426803589,-0.9444735646247864,0.9729230403900146,0.13248610496520996,-1.456924319267273,-1.3080658912658691,0.036312978714704514,-0.563102662563324,-3.8890795707702637,-2.1180670261383057,-7.459036350250244,-10.750730514526367,-8.037332534790039,-8.05307388305664,-1.3280723094940186,-1.5960310697555542,-1.7894762754440308,-1.689896583557129,-18.370559692382812
ENSCINP00000030822.1,-9.093852043151855,-17.54798698425293,-10.472224235534668,-17.571081161499023,0.14911063015460968,-0.26216965913772583,-0.5366500020027161,-0.2075604945421219,0.26607102155685425,0.2756345272064209,-0.4830131530761719,-0.2087520807981491,-0.7718316912651062,-0.3461741507053375,-1.549543857574463,0.29133450984954834,-0.520888090133667,-0.4909157156944275,-0.8129773139953613,-1.1527754068374634,-0.9678933024406433,-1.0615394115447998,-2.575047731399536,-1.329222559928894,-6.776081085205078,-9.010602951049805,-7.5903706550598145,-7.37401819229126,-1.4305951595306396,-1.5411629676818848,-1.6241778135299683,-1.613014817237854,-17.53282928466797
FBpp0291479,-9.7582368850708,-18.250898361206055,-13.02795124053955,-18.2457218170166,0.39467915892601013,0.027358077466487885,-0.6754465699195862,-0.17991463840007782,0.18794432282447815,-0.33464547991752625,-0.40219634771347046,-0.2078176736831665,-0.523629367351532,-0.6042084693908691,-0.7001664042472839,-0.22297146916389465,-0.566667914390564,-0.4104935824871063,-0.729754626750946,-0.9453616142272949,-1.4853402376174927,-0.8956338763237,-2.339892625808716,-1.857156753540039,-8.421488761901855,-10.559964179992676,-8.404067993164062,-8.586748123168945,-1.5989882946014404,-1.7251826524734497,-1.8249421119689941,-1.863942265510559,-18.243555068969727
F07E5.5,-9.391108512878418,-18.30940818786621,-13.00993537902832,-18.391408920288086,-0.08345132321119308,1.0263614654541016,-0.08340675383806229,-0.14381231367588043,0.3231322169303894,0.7603728771209717,0.1812397837638855,0.0701352059841156,-0.8019777536392212,0.0007887726533226669,-1.2000505924224854,1.2635217905044556,-0.12320290505886078,-0.2178596407175064,-1.3084006309509277,-1.7542109489440918,-1.0093356370925903,-1.0822665691375732,-3.2034618854522705,-2.4906013011932373,-7.7048468589782715,-10.029960632324219,-7.892833232879639,-7.877801418304443,-1.3152519464492798,-1.7024028301239014,-1.7114876508712769,-1.6610556840896606,-18.324020385742188
ENSECAP00000027433.1,-9.26795482635498,-18.559968948364258,-13.852643013000488,-18.60051727294922,0.6849037408828735,0.46601346135139465,-0.7624322175979614,0.2590528726577759,0.6791632771492004,-0.39543265104293823,-0.25378018617630005,0.28165942430496216,-0.16104742884635925,-1.3030284643173218,-2.884334087371826,-0.27970629930496216,0.20612414181232452,-0.3066293001174927,-1.0810399055480957,-1.2443451881408691,-0.6023281216621399,-0.5863457918167114,-2.957754611968994,-0.78496915102005,-6.424715995788574,-9.285237312316895,-6.798607349395752,-6.888780117034912,-1.112385630607605,-1.5043531656265259,-1.4525669813156128,-1.4365681409835815,-18.62643051147461
ENSGALP00000059387.2,-9.524300575256348,-18.468334197998047,-11.726508140563965,-18.522132873535156,-0.08264797925949097,0.16011923551559448,0.3427996039390564,-0.24639266729354858,0.6127479076385498,0.2615366280078888,0.041424863040447235,-0.08506757766008377,-1.0188698768615723,-0.4766809642314911,-0.02404908649623394,-0.2562251687049866,-0.0981062799692154,-0.49585214257240295,-1.2945560216903687,-2.0523879528045654,-1.3360483646392822,-1.1692765951156616,-2.5240840911865234,-1.3810176849365234,-6.464520454406738,-9.055763244628906,-7.440539836883545,-7.235105037689209,-1.3183963298797607,-1.4967607259750366,-1.435655117034912,-1.5440281629562378,-18.504215240478516
ENSP00000363641.5,-8.212519645690918,-18.359228134155273,-12.975563049316406,-18.475467681884766,0.3413056433200836,1.489089012145996,-0.6665347814559937,1.3739291429519653,1.2296689748764038,-0.21543200314044952,-1.6798999309539795,0.5774930715560913,-0.08927786350250244,-1.2780311107635498,-2.6325390338897705,0.0068944236263632774,-0.06806471943855286,-0.37642863392829895,-0.7546270489692688,-1.874011754989624,-0.8625115156173706,-1.3536961078643799,-4.416308403015137,-0.64089035987854,-5.014521598815918,-8.217101097106934,-5.601941108703613,-5.742368221282959,-0.6871460676193237,-1.2970298528671265,-1.207055687904358,-1.108430027961731,-18.400863647460938
ENSCINP00000012582.3,-9.344660758972168,-18.018878936767578,-12.53183650970459,-18.066497802734375,0.3456832766532898,0.24913480877876282,-0.5485263466835022,-0.01324230432510376,0.10021309554576874,-0.35101062059402466,-0.9223940372467041,-0.14127305150032043,-0.13983213901519775,-0.7167240381240845,-1.7177120447158813,-0.3645126223564148,-0.6973675489425659,-0.5490303039550781,-0.6493339538574219,-0.8227760791778564,-0.8531098961830139,-1.2371081113815308,-2.448322296142578,-1.086409330368042,-7.2857441902160645,-9.987966537475586,-7.912721633911133,-8.141508102416992,-1.4906977415084839,-1.632860779762268,-1.677801251411438,-1.6965339183807373,-18.054683685302734
ENSP00000321259.3,-9.017160415649414,-18.485708236694336,-13.605802536010742,-18.596826553344727,0.5090050101280212,1.489846110343933,-0.5360299944877625,0.7258669137954712,1.0189847946166992,-0.5246460437774658,-1.2684370279312134,0.7268272638320923,-0.28429853916168213,-1.2531861066818237,-2.2434515953063965,-0.36097490787506104,-0.28411346673965454,-0.2777644693851471,-1.5689040422439575,-2.003099203109741,-0.8427330255508423,-1.4099422693252563,-4.26666259765625,-1.0179848670959473,-6.333390712738037,-9.448076248168945,-6.17500114440918,-6.539085388183594,-0.789246141910553,-1.4835751056671143,-1.299324870109558,-1.2856248617172241,-18.57891082763672
Y47G6A.20b,-9.657360076904297,-18.326765060424805,-13.632423400878906,-18.39111328125,0.41715091466903687,1.1620888710021973,-0.36307647824287415,0.47144612669944763,0.6189781427383423,-0.10446780920028687,-0.7456055283546448,0.16366925835609436,-0.14521603286266327,-0.9876324534416199,-0.9478726983070374,-0.10505813360214233,0.08638106286525726,-0.3696345090866089,-1.4259018898010254,-1.9901010990142822,-0.32993143796920776,-1.4156092405319214,-3.8934166431427,-2.3779213428497314,-7.189030647277832,-10.113625526428223,-7.782709121704102,-7.790109157562256,-1.2976784706115723,-1.6038997173309326,-1.6299660205841064,-1.5723681449890137,-18.34090232849121
ENSMUSP00000031038.4,-9.322341918945312,-17.95679473876953,-13.637063980102539,-18.026845932006836,0.1223541796207428,0.6884124279022217,0.287677139043808,0.12636759877204895,1.2733285427093506,-0.4778647720813751,-0.33224818110466003,0.6557175517082214,-0.47377917170524597,-1.3715282678604126,-0.8225403428077698,-0.1924726366996765,-0.142475426197052,-0.4025363326072693,-0.5934769511222839,-0.8897287845611572,-0.8139245510101318,-1.1279453039169312,-2.947103500366211,-3.833448648452759,-6.825253486633301,-10.28403091430664,-7.851322650909424,-7.970799922943115,-1.2224266529083252,-1.689583659172058,-1.5925778150558472,-1.6128747463226318,-17.946409225463867
YNR049C_mRNA,-10.097017288208008,-18.48200798034668,-12.629222869873047,-18.512115478515625,-0.35405227541923523,0.095281682908535,-0.08839690685272217,-0.755302906036377,1.3297983407974243,-0.4154428541660309,0.16214191913604736,0.34995409846305847,-1.0311498641967773,-0.4317958354949951,-0.017056483775377274,0.21212245523929596,-0.39725568890571594,-0.02015574835240841,-1.063430666923523,-1.4727457761764526,-1.274948239326477,-0.9481776356697083,-3.132552146911621,-3.7646257877349854,-8.24971866607666,-10.618142127990723,-9.06360149383545,-8.787071228027344,-1.7049405574798584,-1.8690075874328613,-1.8512240648269653,-1.9087061882019043,-18.418344497680664
ENSP00000477781.1,-9.651710510253906,-18.190135955810547,-12.640012741088867,-18.21866798400879,0.12247510254383087,0.05072605982422829,-0.29330408573150635,-0.11997222155332565,-0.04664059355854988,0.30322644114494324,-0.6359304189682007,-0.25053343176841736,-0.10303720831871033,-0.3448518216609955,-1.3063768148422241,-0.08504054695367813,-0.6802492141723633,-0.5213427543640137,-0.662616491317749,-0.8020723462104797,-0.6840130090713501,-1.304699182510376,-2.7115318775177,-1.7618311643600464,-8.733501434326172,-10.799654006958008,-8.334677696228027,-8.668865203857422,-1.5955959558486938,-1.7161849737167358,-1.775809645652771,-1.7993159294128418,-18.22367286682129
